Direction,From,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label
Incoming,Colleen Miranda,Joshua Frazier,01/05/2025 22:46,01/06/2025 06:46,half g,,,False,drug
Outgoing,Michelle Nelson,Robert Carter,01/18/2025 13:19,01/18/2025 21:19,meeting at 3pm,,,False,normal
Outgoing,Melissa Barrett,Timothy Robinson,01/22/2025 14:36,01/22/2025 22:36,working late,,,False,normal
Outgoing,Austin Aguilar,Thomas Sullivan,01/09/2025 06:58,01/09/2025 14:58,port biasa,,,False,drug
Outgoing,Sarah Smith,Robert Johnson,01/15/2025 13:25,01/15/2025 21:25,game tonight,,,False,normal
Outgoing,Bobby Johnson,Mr. Mark Barron DDS,01/14/2025 04:46,01/14/2025 12:46,shopping,,,False,normal
Outgoing,Kyle Dalton,William Taylor,01/16/2025 15:50,01/16/2025 23:50,drive safe,,,False,normal
Outgoing,Sandra Lopez,Melanie Terry,01/11/2025 06:19,01/11/2025 14:19,on the way,,,False,normal
Outgoing,Madeline Perry,Stephanie Powell,01/02/2025 16:05,01/03/2025 00:05,one g,,,False,drug
Outgoing,Anne Smith,Tyler Smith,01/01/2025 22:24,01/02/2025 06:24,smoke,,,False,drug
Incoming,Raymond Marsh,Sarah Kirby,01/01/2025 08:54,01/01/2025 16:54,ambil barang,,,False,drug
Incoming,Madison Sims,Jeffery Mclean,01/14/2025 19:02,01/15/2025 03:02,holiday plan,,,False,normal
Incoming,Danielle Porter,Miranda Harper,01/08/2025 21:06,01/09/2025 05:06,stuff,,,False,drug
Outgoing,Jesse Padilla,Roy Myers,01/14/2025 04:29,01/14/2025 12:29,later go movie,,,False,normal
Incoming,Mike Maddox,Alexis Johnson,01/08/2025 15:35,01/08/2025 23:35,line clear,,,False,drug
Outgoing,Teresa Espinoza,Christopher Lee,01/13/2025 18:18,01/14/2025 02:18,see you at mall,,,False,normal
Incoming,Sabrina Barber,Brandi Hayes,01/06/2025 19:14,01/07/2025 03:14,冰毒,,,False,drug
Incoming,Michael Pearson,Justin Carroll,01/20/2025 15:16,01/20/2025 23:16,jalan-jalan,,,False,normal
Outgoing,Charles Coleman,Dennis Brown,01/18/2025 07:47,01/18/2025 15:47,how are you?,,,False,normal
Incoming,Tabitha Garcia,Casey Thompson,01/18/2025 20:27,01/19/2025 04:27,working late,,,False,normal
Outgoing,Erin Armstrong,David Richard,01/10/2025 20:50,01/11/2025 04:50,working late,,,False,normal
Incoming,Jay Frazier,Hannah Moses,01/05/2025 16:27,01/06/2025 00:27,pil kuda,,,False,drug
Incoming,Ms. Amanda Mccormick MD,Teresa Campbell,01/01/2025 21:34,01/02/2025 05:34,line clear,,,False,drug
Outgoing,Heather Ortiz,Jessica Parks,01/14/2025 11:27,01/14/2025 19:27,on the way,,,False,normal
Outgoing,Logan Thomas,Darren Jackson,01/20/2025 14:15,01/20/2025 22:15,on the way,,,False,normal
Incoming,Katelyn Hendricks,Joe Parker,01/08/2025 11:44,01/08/2025 19:44,rehab tak?,,,False,drug
Incoming,James Johnson,Kaitlyn Terrell,01/16/2025 03:43,01/16/2025 11:43,jom makan,,,False,normal
Incoming,Shelley Baker,Troy Hudson,01/07/2025 04:47,01/07/2025 12:47,货 ready,,,False,drug
Outgoing,Julia Christensen,Jason Phillips,01/17/2025 19:04,01/18/2025 03:04,lunch break,,,False,normal
Incoming,Terri Bradley,Elizabeth Gay,01/22/2025 00:53,01/22/2025 08:53,meeting at 3pm,,,False,normal
Outgoing,Tammy Clark,Heather Martin,01/08/2025 17:32,01/09/2025 01:32,paket,,,False,drug
Outgoing,Curtis Williams,Carol Davis,01/21/2025 10:24,01/21/2025 18:24,apa khabar?,,,False,normal
Outgoing,Karen Roth,George Washington,01/03/2025 09:13,01/03/2025 17:13,rehab tak?,,,False,drug
Incoming,Laurie Carney,Courtney Newman,01/08/2025 03:06,01/08/2025 11:06,line clear,,,False,drug
Incoming,Christopher Williamson,Barry Tran,01/06/2025 15:52,01/06/2025 23:52,rehab tak?,,,False,drug
Outgoing,Carrie Evans,Melissa Green,01/09/2025 17:40,01/10/2025 01:40,pil kuda,,,False,drug
Incoming,Jesse Kirk,Michael Perry,01/03/2025 19:26,01/04/2025 03:26,ice,,,False,drug
Outgoing,Vickie Clayton,Tanya Ramos,01/10/2025 09:38,01/10/2025 17:38,on the way,,,False,normal
Outgoing,Sabrina Castaneda,Terry Weaver,01/21/2025 01:27,01/21/2025 09:27,game tonight,,,False,normal
Outgoing,Matthew Johnson,Beverly Wiley,01/10/2025 03:42,01/10/2025 11:42,check line,,,False,drug
Outgoing,Jonathan Stewart,Lynn Brown,01/17/2025 04:33,01/17/2025 12:33,jom makan,,,False,normal
Outgoing,Deanna Miller,Jeremiah Boyd,01/14/2025 01:58,01/14/2025 09:58,shopping,,,False,normal
Incoming,Nicole Williams,Paige Riley,01/06/2025 09:57,01/06/2025 17:57,货 ready,,,False,drug
Incoming,Alexander Montes,Seth Williams,01/09/2025 00:34,01/09/2025 08:34,port biasa,,,False,drug
Incoming,Brandy Wright,Katherine Taylor,01/19/2025 10:02,01/19/2025 18:02,football match best,,,False,normal
Outgoing,Mario Pope,Laura Burnett,01/21/2025 15:29,01/21/2025 23:29,game tonight,,,False,normal
Outgoing,Angela Fitzpatrick,Jennifer Jones,01/09/2025 19:33,01/10/2025 03:33,port biasa,,,False,drug
Outgoing,Katherine Kim,Mary Haynes,01/06/2025 02:49,01/06/2025 10:49,ubat kuat,,,False,drug
Outgoing,Jeremy Caldwell,Travis Chavez,01/14/2025 10:52,01/14/2025 18:52,family dinner,,,False,normal
Incoming,Rodney Curtis,Katelyn Bishop,01/03/2025 00:48,01/03/2025 08:48,ubat kuat,,,False,drug
Outgoing,Jeffrey Mcintosh,Joseph Wong,01/03/2025 10:43,01/03/2025 18:43,port biasa,,,False,drug
Outgoing,Christopher Washington,Keith Mendoza,01/02/2025 14:04,01/02/2025 22:04,rehab tak?,,,False,drug
Incoming,Ian Jefferson,Susan Conley,01/08/2025 06:45,01/08/2025 14:45,smoke,,,False,drug
Incoming,Steven Burns,Christopher Gregory,01/19/2025 22:04,01/20/2025 06:04,assignment siap?,,,False,normal
Outgoing,Joel Walters,Charles Cobb,01/17/2025 15:48,01/17/2025 23:48,holiday plan,,,False,normal
Outgoing,Robert Benson,George Reyes,01/22/2025 07:37,01/22/2025 15:37,drive safe,,,False,normal
Incoming,Carolyn Smith,David Weaver,01/14/2025 07:09,01/14/2025 15:09,exam coming soon,,,False,normal
Outgoing,Scott Davenport,Erica Gonzalez,01/10/2025 18:52,01/11/2025 02:52,on the way,,,False,normal
Incoming,Charles Wiggins,Sheila Juarez,01/02/2025 21:50,01/03/2025 05:50,冰毒,,,False,drug
Incoming,Darius Cunningham,William Davis,01/12/2025 01:49,01/12/2025 09:49,assignment siap?,,,False,normal
Outgoing,Amber Brown,Alyssa Bailey,01/21/2025 17:31,01/22/2025 01:31,good night,,,False,normal
Outgoing,Bryan Murphy,Sharon Price,01/10/2025 05:16,01/10/2025 13:16,see you at mall,,,False,normal
Incoming,Carla Houston,James Cobb,01/22/2025 04:53,01/22/2025 12:53,how are you?,,,False,normal
Outgoing,Phillip Roberson,Marvin Johnson,01/08/2025 01:31,01/08/2025 09:31,货 ada,,,False,drug
Outgoing,Sarah Rose,William Williams,01/02/2025 15:14,01/02/2025 23:14,budak hantar,,,False,drug
Incoming,Anne Harmon,Jared Klein,01/20/2025 01:10,01/20/2025 09:10,football match best,,,False,normal
Outgoing,Jared Smith,Jessica Cole DDS,01/22/2025 09:44,01/22/2025 17:44,football match best,,,False,normal
Outgoing,Janet Schwartz,Andrew Johns,01/17/2025 11:09,01/17/2025 19:09,exam coming soon,,,False,normal
Outgoing,William Walls,Carrie Burch,01/13/2025 05:38,01/13/2025 13:38,ok see you tomorrow,,,False,normal
Outgoing,Nicholas Greene,Todd Solis,01/20/2025 18:20,01/21/2025 02:20,on the way,,,False,normal
Outgoing,Misty Williams,James Edwards,01/05/2025 21:39,01/06/2025 05:39,half g,,,False,drug
Incoming,Allen Glover,April Chapman,01/01/2025 18:59,01/02/2025 02:59,ubat kuat,,,False,drug
Outgoing,Michael Smith,Annette Lara,01/15/2025 00:35,01/15/2025 08:35,how are you?,,,False,normal
Outgoing,Theresa Powers,Jason Jones,01/15/2025 10:40,01/15/2025 18:40,on the way,,,False,normal
Incoming,Joseph Freeman,Amanda Wood,01/21/2025 11:27,01/21/2025 19:27,drive safe,,,False,normal
Outgoing,Clayton Vincent,Judith Luna,01/20/2025 23:48,01/21/2025 07:48,working late,,,False,normal
Outgoing,Samantha Montes,Cheyenne Morales,01/13/2025 20:38,01/14/2025 04:38,see you at mall,,,False,normal
Incoming,Jared Wilson,Matthew Ballard,01/22/2025 14:37,01/22/2025 22:37,working late,,,False,normal
Outgoing,Marc Burns,Alexander Day,01/03/2025 20:08,01/04/2025 04:08,check line,,,False,drug
Incoming,Miss Jennifer Campbell,Anthony Jones,01/01/2025 23:20,01/02/2025 07:20,check line,,,False,drug
Outgoing,Kimberly Perez,Carla Martinez,01/16/2025 11:51,01/16/2025 19:51,ok see you tomorrow,,,False,normal
Outgoing,Jennifer Miller,Kim Mccullough,01/22/2025 21:59,01/23/2025 05:59,apa khabar?,,,False,normal
Outgoing,Donald Anderson,Joshua Melton,01/03/2025 01:55,01/03/2025 09:55,budak hantar,,,False,drug
Incoming,Kim Vasquez,Derrick Horne,01/07/2025 19:44,01/08/2025 03:44,火,,,False,drug
Incoming,Gregory Jackson,Stanley Allen,01/08/2025 11:35,01/08/2025 19:35,ice,,,False,drug
Incoming,Laura Wilson,Christian Frederick,01/01/2025 19:46,01/02/2025 03:46,ambil barang,,,False,drug
Incoming,Amber Mitchell,Jessica Hogan,01/06/2025 06:53,01/06/2025 14:53,ice,,,False,drug
Incoming,Morgan Cohen,Douglas Fernandez,01/02/2025 18:44,01/03/2025 02:44,half g,,,False,drug
Incoming,Kathryn Carr,Glen Fuller,01/13/2025 19:34,01/14/2025 03:34,jalan-jalan,,,False,normal
Outgoing,Patrick Ford,Angela Rivera,01/20/2025 03:33,01/20/2025 11:33,on the way,,,False,normal
Incoming,Steven Jones,Donna Holden,01/14/2025 21:14,01/15/2025 05:14,jom makan,,,False,normal
Incoming,Jose Banks,Leslie Lee,01/18/2025 00:25,01/18/2025 08:25,catch up later,,,False,normal
Incoming,Angela Stafford,Glenn Holland,01/05/2025 11:06,01/05/2025 19:06,one g,,,False,drug
Outgoing,Calvin Beard,Jessica Navarro,01/09/2025 10:39,01/09/2025 18:39,冰毒,,,False,drug
Incoming,Jasmine Lewis,Gregory Thompson,01/06/2025 23:37,01/07/2025 07:37,火,,,False,drug
Incoming,Leslie Williams DDS,Melissa Hall,01/14/2025 06:35,01/14/2025 14:35,meeting at 3pm,,,False,normal
Outgoing,Jill Mendez,Jamie Andrews,01/05/2025 23:20,01/06/2025 07:20,gram,,,False,drug
Incoming,Douglas Ross,Donald Brown,01/08/2025 18:34,01/09/2025 02:34,货 ada,,,False,drug
Incoming,Alicia Landry,Leslie Zuniga,01/01/2025 20:40,01/02/2025 04:40,rehab tak?,,,False,drug
Outgoing,Joel Hartman,Heather Jackson,01/09/2025 05:22,01/09/2025 13:22,port biasa,,,False,drug
Incoming,Sharon Chavez,William Smith,01/11/2025 15:30,01/11/2025 23:30,football match best,,,False,normal
Outgoing,Kathleen Wilson DVM,Robert Brown,01/08/2025 13:35,01/08/2025 21:35,ubat kuat,,,False,drug
Incoming,James Hall,Toni Reyes,01/20/2025 22:49,01/21/2025 06:49,meeting at 3pm,,,False,normal
Incoming,John Mendoza,Brian Mcfarland,01/10/2025 11:01,01/10/2025 19:01,meeting at 3pm,,,False,normal
Incoming,Tracy Armstrong,Hector Mcpherson,01/17/2025 18:26,01/18/2025 02:26,jalan-jalan,,,False,normal
Incoming,Elizabeth Berry,Steven Cisneros,01/14/2025 04:14,01/14/2025 12:14,meeting at 3pm,,,False,normal
Outgoing,Mr. Michael Thornton PhD,Cody Lee,01/19/2025 10:42,01/19/2025 18:42,meeting at 3pm,,,False,normal
Incoming,Paul Shaw,James Estrada,01/05/2025 09:37,01/05/2025 17:37,rehab tak?,,,False,drug
Outgoing,Dr. Kevin Howard,Jacqueline Pacheco,01/02/2025 14:27,01/02/2025 22:27,stuff,,,False,drug
Incoming,Kathleen Alexander,James Fry,01/18/2025 00:06,01/18/2025 08:06,later go movie,,,False,normal
Outgoing,Helen Rogers,James Duncan,01/15/2025 12:24,01/15/2025 20:24,on the way,,,False,normal
Incoming,Benjamin Hayes,Rebecca Nguyen,01/09/2025 23:52,01/10/2025 07:52,火,,,False,drug
Outgoing,Dr. Elizabeth Martinez,Sharon Hansen,01/15/2025 23:33,01/16/2025 07:33,later go movie,,,False,normal
Outgoing,Jennifer Schwartz,Rodney Chandler,01/09/2025 16:23,01/10/2025 00:23,gram,,,False,drug
Outgoing,Nicole Hall DDS,Traci Whitney,01/16/2025 08:37,01/16/2025 16:37,ok see you tomorrow,,,False,normal
Outgoing,Rachel Nicholson,Sharon Coleman,01/18/2025 00:48,01/18/2025 08:48,assignment siap?,,,False,normal
Outgoing,Tina Riley,Tyler Tucker,01/20/2025 16:19,01/21/2025 00:19,lunch break,,,False,normal
Outgoing,Christopher Walker,Andrew Buck,01/01/2025 23:54,01/02/2025 07:54,syabu,,,False,drug
Outgoing,Matthew Nunez,Virginia Hendricks,01/06/2025 10:02,01/06/2025 18:02,check line,,,False,drug
Incoming,Sharon Ford,Lisa Burnett,01/10/2025 13:57,01/10/2025 21:57,jom makan,,,False,normal
Outgoing,Leonard Ramirez,Benjamin Rogers,01/12/2025 22:03,01/13/2025 06:03,jom makan,,,False,normal
Outgoing,Tina Hall,Nicholas Cooper,01/03/2025 08:20,01/03/2025 16:20,冰毒,,,False,drug
Outgoing,Luis Ford,Rhonda Lewis,01/20/2025 06:46,01/20/2025 14:46,how are you?,,,False,normal
Outgoing,Pamela Maxwell,Joseph Wilson,01/04/2025 00:55,01/04/2025 08:55,line clear,,,False,drug
Outgoing,Joseph Fox,Jay Martin,01/11/2025 10:51,01/11/2025 18:51,apa khabar?,,,False,normal
Incoming,Eric King,Robert Robertson,01/13/2025 04:33,01/13/2025 12:33,assignment siap?,,,False,normal
Incoming,Raymond Young,Christopher Mckay,01/06/2025 00:29,01/06/2025 08:29,stuff,,,False,drug
Incoming,Michael Donovan,Jonathan Bauer,01/03/2025 16:27,01/04/2025 00:27,check line,,,False,drug
Incoming,Travis Wilson,Eileen Serrano,01/07/2025 22:15,01/08/2025 06:15,budak hantar,,,False,drug
Incoming,John Hall,Justin Lopez,01/21/2025 08:42,01/21/2025 16:42,family dinner,,,False,normal
Outgoing,Emily Harmon,Mary Carlson,01/09/2025 04:25,01/09/2025 12:25,冰毒,,,False,drug
Outgoing,Erin Brown,Daniel Briggs,01/07/2025 17:43,01/08/2025 01:43,ambil barang,,,False,drug
Outgoing,Justin Lewis,Carrie Calhoun,01/16/2025 02:40,01/16/2025 10:40,holiday plan,,,False,normal
Incoming,Mr. Jon Villa II,Eric Shaw,01/12/2025 06:49,01/12/2025 14:49,exam coming soon,,,False,normal
Incoming,Pamela Wallace,Mrs. Veronica Fox DVM,01/13/2025 17:46,01/14/2025 01:46,jalan-jalan,,,False,normal
Incoming,Samuel Clark,Austin Robertson,01/20/2025 11:20,01/20/2025 19:20,shopping,,,False,normal
Outgoing,Robert Barnes,Susan Reed,01/19/2025 12:50,01/19/2025 20:50,family dinner,,,False,normal
Outgoing,John Hobbs,Michael Roth,01/02/2025 21:03,01/03/2025 05:03,stuff,,,False,drug
Incoming,Michael Washington,Scott Martinez,01/08/2025 02:54,01/08/2025 10:54,stuff,,,False,drug
Outgoing,Hannah Norman,Jennifer Adams,01/04/2025 00:35,01/04/2025 08:35,paket,,,False,drug
Incoming,Carmen Meyer,Antonio Carter,01/08/2025 20:45,01/09/2025 04:45,ambil barang,,,False,drug
Incoming,Ronald Harris,Keith Wong,01/02/2025 07:30,01/02/2025 15:30,货 ada,,,False,drug
Outgoing,Katherine Schultz,Lucas Hughes,01/20/2025 00:59,01/20/2025 08:59,see you at mall,,,False,normal
Outgoing,Stephanie Williams,Stephanie Moore,01/08/2025 15:06,01/08/2025 23:06,syabu,,,False,drug
Outgoing,Richard Haley,Samuel Weaver,01/03/2025 18:18,01/04/2025 02:18,ice,,,False,drug
Incoming,Diana Solomon,Pamela Morris,01/01/2025 22:55,01/02/2025 06:55,ambil barang,,,False,drug
Outgoing,Brianna Jordan,Sheri Harris,01/22/2025 00:06,01/22/2025 08:06,how are you?,,,False,normal
Incoming,Danielle Walker,Michelle Zamora,01/07/2025 08:30,01/07/2025 16:30,ubat kuat,,,False,drug
Incoming,Elizabeth Allen,Samuel Jones,01/06/2025 23:09,01/07/2025 07:09,rehab tak?,,,False,drug
Outgoing,Lisa Travis,Isaac Walsh,01/02/2025 13:17,01/02/2025 21:17,火,,,False,drug
Incoming,Jill Daniel,Rebecca Hunter,01/16/2025 22:00,01/17/2025 06:00,family dinner,,,False,normal
Incoming,Kelly Baldwin,Deborah Ray,01/10/2025 14:42,01/10/2025 22:42,catch up later,,,False,normal
Incoming,Laura Bryant,Erin Jones,01/02/2025 14:44,01/02/2025 22:44,smoke,,,False,drug
Outgoing,Denise Fleming,Alexander Sims,01/15/2025 04:13,01/15/2025 12:13,football match best,,,False,normal
Outgoing,Cameron Fox,Heather Wheeler,01/15/2025 10:28,01/15/2025 18:28,how are you?,,,False,normal
Incoming,Jessica Rojas,Richard Simmons,01/08/2025 07:05,01/08/2025 15:05,ubat kuat,,,False,drug
Incoming,Steven Johnston,Robert Rose,01/22/2025 18:29,01/23/2025 02:29,assignment siap?,,,False,normal
Outgoing,Daniel Gonzales,Rebecca Mcneil,01/08/2025 04:51,01/08/2025 12:51,pil kuda,,,False,drug
Outgoing,Denise Roberts,Taylor Holloway,01/12/2025 03:31,01/12/2025 11:31,meeting at 3pm,,,False,normal
Outgoing,Brandon Soto,Rachel Meyers,01/22/2025 21:17,01/23/2025 05:17,see you at mall,,,False,normal
Incoming,Jason Cochran,Jordan Kirk,01/10/2025 19:25,01/11/2025 03:25,holiday plan,,,False,normal
Incoming,Jasmine Brooks,Tom Wood,01/22/2025 19:13,01/23/2025 03:13,exam coming soon,,,False,normal
Outgoing,John Green,Mark Hernandez,01/06/2025 07:10,01/06/2025 15:10,stuff,,,False,drug
Outgoing,John Greene,Brian Kemp,01/10/2025 23:20,01/11/2025 07:20,family dinner,,,False,normal
Incoming,Spencer Ray MD,Trevor Thornton,01/14/2025 23:59,01/15/2025 07:59,holiday plan,,,False,normal
Outgoing,Jimmy Atkinson,Rhonda Jackson,01/16/2025 10:07,01/16/2025 18:07,good night,,,False,normal
Outgoing,Charles Sexton,Maria Johnson,01/12/2025 23:49,01/13/2025 07:49,apa khabar?,,,False,normal
Incoming,Bradley Garcia,Wayne Roman,01/14/2025 17:35,01/15/2025 01:35,football match best,,,False,normal
Outgoing,Pamela Salazar,Rebecca Cook,01/11/2025 01:01,01/11/2025 09:01,later go movie,,,False,normal
Outgoing,Anthony Howard,Robert Aguilar,01/09/2025 04:15,01/09/2025 12:15,ambil barang,,,False,drug
Incoming,Anthony Doyle,Diana Davis,01/03/2025 02:44,01/03/2025 10:44,smoke,,,False,drug
Outgoing,Jill White,Andrea Rose,01/11/2025 22:37,01/12/2025 06:37,good night,,,False,normal
Incoming,Samuel Boone,Dawn Johnston,01/02/2025 11:19,01/02/2025 19:19,one g,,,False,drug
Outgoing,Justin Kim,Ashley Kennedy,01/02/2025 15:15,01/02/2025 23:15,smoke,,,False,drug
Outgoing,Michele Harris,Peggy Becker,01/17/2025 13:24,01/17/2025 21:24,apa khabar?,,,False,normal
Incoming,Whitney Pena,Jonathan Walker,01/09/2025 16:55,01/10/2025 00:55,ubat kuat,,,False,drug
Incoming,Joshua Robinson,Shannon Williamson,01/13/2025 22:33,01/14/2025 06:33,how are you?,,,False,normal
Outgoing,Elizabeth Williams,Michelle Stokes,01/01/2025 15:21,01/01/2025 23:21,budak hantar,,,False,drug
Incoming,Brianna Thomas,Shannon Greer,01/17/2025 09:13,01/17/2025 17:13,good night,,,False,normal
Outgoing,Eric Pope,Jesse Moore,01/14/2025 20:48,01/15/2025 04:48,drive safe,,,False,normal
Incoming,Terry Greene,Jerry Kline,01/07/2025 22:46,01/08/2025 06:46,白粉,,,False,drug
Outgoing,Taylor Smith,Kenneth Robinson,01/14/2025 05:32,01/14/2025 13:32,lunch break,,,False,normal
Incoming,Mark Welch,Courtney Jacobs,01/04/2025 01:48,01/04/2025 09:48,rehab tak?,,,False,drug
Incoming,Sara Marshall,Norma Powell,01/19/2025 18:10,01/20/2025 02:10,later go movie,,,False,normal
Incoming,Matthew Cole,Philip Lyons,01/08/2025 18:30,01/09/2025 02:30,one g,,,False,drug
Incoming,Stacey Morrison,Brian Delacruz,01/20/2025 21:44,01/21/2025 05:44,ok see you tomorrow,,,False,normal
Outgoing,James Briggs,Dustin Wong,01/06/2025 05:36,01/06/2025 13:36,half g,,,False,drug
Outgoing,Robert Kim,Matthew Harrell,01/13/2025 04:22,01/13/2025 12:22,later go movie,,,False,normal
Incoming,John Morris,Harry Moreno,01/07/2025 07:28,01/07/2025 15:28,smoke,,,False,drug
Incoming,Justin Jones,Stephanie Jordan,01/01/2025 15:46,01/01/2025 23:46,ambil barang,,,False,drug
Incoming,Jonathan Crawford,Lynn Norman,01/01/2025 18:31,01/02/2025 02:31,smoke,,,False,drug
Outgoing,Andre Robertson,Steven Lindsey,01/09/2025 13:18,01/09/2025 21:18,ice,,,False,drug
Incoming,Leah Holder,Bethany Gordon,01/11/2025 23:43,01/12/2025 07:43,game tonight,,,False,normal
Outgoing,William Santos,James Taylor,01/21/2025 17:30,01/22/2025 01:30,holiday plan,,,False,normal
Outgoing,Kathleen Oconnor,Krystal Fox,01/10/2025 14:02,01/10/2025 22:02,working late,,,False,normal
Incoming,Angela Tanner,Cameron Mcgrath,01/03/2025 03:42,01/03/2025 11:42,货 ada,,,False,drug
Incoming,William Rice,John Wright,01/13/2025 11:20,01/13/2025 19:20,football match best,,,False,normal
Incoming,Kyle Montoya,Lynn Pugh,01/21/2025 11:23,01/21/2025 19:23,see you at mall,,,False,normal
Outgoing,Jacob Lewis,Emily Smith,01/02/2025 17:08,01/03/2025 01:08,syabu,,,False,drug
Incoming,Annette Fischer,Katherine Wang,01/06/2025 13:51,01/06/2025 21:51,ambil barang,,,False,drug
Outgoing,Carolyn Oneill,William Baker,01/06/2025 09:09,01/06/2025 17:09,line clear,,,False,drug
Outgoing,Dwayne Jackson,Nathan Smith,01/06/2025 11:05,01/06/2025 19:05,ice,,,False,drug
Incoming,Jeffrey Holmes,Anthony Reid,01/07/2025 09:49,01/07/2025 17:49,half g,,,False,drug
Outgoing,Allison Stephenson,Aaron Miles,01/16/2025 17:16,01/17/2025 01:16,family dinner,,,False,normal
Incoming,Angela Thomas,Melissa Alvarez,01/03/2025 02:18,01/03/2025 10:18,ambil barang,,,False,drug
Incoming,Taylor Butler,Andrea Davis,01/17/2025 13:02,01/17/2025 21:02,ok see you tomorrow,,,False,normal
Outgoing,Travis Young,Sandra Brown,01/21/2025 12:45,01/21/2025 20:45,working late,,,False,normal
Incoming,Amber Taylor,Paul Quinn,01/17/2025 04:50,01/17/2025 12:50,exam coming soon,,,False,normal
Incoming,Jacqueline Bradley,Brandon Sexton,01/05/2025 14:48,01/05/2025 22:48,货 ready,,,False,drug
Outgoing,Peter Patterson,Allison Johnson,01/05/2025 02:57,01/05/2025 10:57,ubat kuat,,,False,drug
Outgoing,Samantha Melton,Shannon Bowman,01/22/2025 10:53,01/22/2025 18:53,ok see you tomorrow,,,False,normal
Incoming,Taylor English DDS,Ashley Knox,01/05/2025 23:46,01/06/2025 07:46,check line,,,False,drug
Incoming,Nicole Gardner,Elizabeth Castaneda,01/15/2025 15:08,01/15/2025 23:08,assignment siap?,,,False,normal
Outgoing,Gina Nelson,Paul Schaefer,01/02/2025 19:35,01/03/2025 03:35,火,,,False,drug
Outgoing,Marie Roth,Ronald Williams,01/21/2025 10:46,01/21/2025 18:46,catch up later,,,False,normal
Incoming,Mariah Carter,Jesse White,01/07/2025 07:12,01/07/2025 15:12,one g,,,False,drug
